score,title,date,text
7/10,The Kenergy was Kenough for me.,07 2023,Barbie.
2/10,music video non-movie,08 2023,"Barbie has color and some music and dancing. There's no movie in there though, as taken as a whole it's a mess of illogic and heavy handed pronouncements. The ""real word"" is as fake as a 3 dollar bill. A universe called real world might be thought of as portraying, well, the real world, but it doesn't. When straining for humor, it mostly doesn't work. Furthermore, none of the characters in Barbie are interesting or someone one wants to relate to in a narrative. Some of the historical Barbie items are interesting to look at. Why this movie is popular I don't know, but the film will soon be forgotten."
8/10,"The last act was such a redeemer. I love you, Greta! [+78%]",09 2023,Warning: Spoilers
7/10,Starts well..but goes downhil!,08 2023,Warning: Spoilers
3/10,"Didn't live up,to the hype.",08 2023,"I think the extensive hype and the long standing popularity of the Barbie brand are responsible for bringing several generations of fans into the theaters resulting in the opening sales. It certainly isn't the movie, itself. The storyline was overly simplistic, poorly written and I didn't find its style of absurd humor to be funny. The movie relied a lot on sight gags that I thought fell flat. The ending seemed to come out of the blue and was a poor attempt at profundity. Margot Robbie IS the consummate Barbie, but she pretty much plays ""actress Barbie"" in everything she does, so it wasn't anything groundbreaking for her. I thought Gloria and Sasha were the best characters and the combination of their performances along with the costumes and sets are the reason I gave the movie any stars at all. The concept of patriarchy certainly isn't anything new and IMO there are much better films on the subject - starting with any of the Jane Austin films and this director's other film - Little Women."
7/10,It's Barbie and It's Ken,07 2023,"On a comedic level, Barbie is perfect. Obviously aware of trending topics and internet memes, the movie never fails to burst waves of laughter every three to five minutes. Every element in this film will become a punchline at one point or another, including awkward dialogues, exaggerated movements, unexpected responses, the Sex Education trio, John Cena cameo, Helen Mirren's epic one-liner, and much more. One actor to be complimented is Ryan Gosling, who bestows a childly himbo character Ken with charismatic idiocy and amusing lightheartedness, in great contrast to his previous sigma characters like K from Blade Runner 2049."
10/10,Refreshing new genre,07 2023,"A breath of fresh air, what an inspirational film on so many levels. Gretta showing the world of screenwriting just how it's done. I can't wait to see what new wave this brings to our cinemas. And what stories it inspires in younger generations of female creatives. If you don't agree, you're missing the point. Watch it again and listen to the subtext. And look around you, how many people came wearing pink? Don't underestimate the pink pound!"
10/10,A fun enthralling journey,07 2023,"You will experience vast emotions during this film. It's a thrill to watch, funny and fresh comedy. If I had any critiques for the film, I'd put them, but I enjoyed watching and will rewatch it. I felt like a little kid again at the movies. Totally absorbed with the story. It's a fictional land, while the film is so raw. Margot Robbie is a joy to watch and showed an impressive performance. I believed she was Barbie. The movie is played out as if the characters are dolls being played with. I imagined being a kid with my dolls, thinking of similar outrageous plots, dialogue, and wardrobe changes. Anyone can enjoy this film."
7/10,An unrisky yet effective comment on gender issues,08 2023,Warning: Spoilers
2/10,Mess of a movie,07 2023,"Anyone who gives this movie above a 1 star has a vested financial interest in its success. This was basically just a mess of a movie. All over the place plot with nonsense scenes and situations. There were some funny scenes but at its core, it just had no depth, logic or meaning other than Barbie v. Ken. Let's present a fake world where either men rule and women are puppets or women rule and men are puppets. This reads like someone's thesis on the state of feminism in modern society. I feel bad for the families that took their children to see this expecting something lighthearted and fun. This was not it. Just silly..."
10/10,the love letter to girls we all needed,07 2023,Warning: Spoilers
7/10,"Entertaining, silly summer movie but not really a funny comedy",07 2023,"Overall, this movie was about what I expected. It was a fun, summer blockbuster packed with stars and it felt like a nice, fresh break from all the superhero movies and rehashed stories that have been pushed out lately. It's not perfect, and I feel the messaging at times was too blunt, but the elements of the movie that were silly and enjoyable balanced it out"
3/10,Not for little girls. Not for anyone actually.,07 2023,"What could have been a cute concept was overproduced with obvious writer infighting pulling this disaster into all directions. A little girl friendly opening act quickly dissolves into act two social discussion that would leave any little girl bewildered. The family next to us described their three little ones as totally confused and everyone they heard discussing it was very disappointed with this disaster caused by feuding writers or a director who scored hilarious with ""Good Boys"". So, not for kids, and parents should wait for home viewing so they can turn it off when it wears really thin about a half hour in: the time it is realized its just not going to get any better and you turn it off thankful you didn't waste any money."
10/10,Hilarious with genuine touches of emotion,07 2023,I went in to this movie expecting to it to be fun based on the trove a press for it.
7/10,You're supposed to love being a mother but don't talk about your kids all the damn time.,08 2023,Overall: 7.47
8/10,A Flamboyantly Doll-lightful Adventure,07 2023,"My mother was the only person I could convince to go watch Greta Gerwig's ""Barbie"" (2023) with me, and ""wow"" am I glad we went. It's been a while since I've seen such a genuinely fun and creative movie. Originality is what the world has been longing for!"
7/10,Conversation-starter,08 2023,"This movie is like an interesting conversation you strike up with a stranger, touching on all sorts of things but never really going deep into anything. I guess you can see it a trigger to discuss gender roles and existentialism with your friends after watching it. Unlike the Barbies though, most people tend to not form a life outlook after one powertalk."
8/10,A Barbillion Bucks,08 2023,"Barbie, like The Lego Movie, is a product film based on a product so successful it doesn't need to sell said product and instead uses the guaranteed exposure to tell its own fairly unique story."
7/10,lighthearted and fun,07 2023,Warning: Spoilers
5/10,A Glamourous but Poorly Executed Product,08 2023,"In Barbieland, Stereotypical Barbie, played by Margot Robbie, experiences changes both mentally and physically, much to the surprise of the other Barbies. To find the answers she is looking for, Stereotypical Barbie must venture out into the real world, accompanied by her Ken, played by Ryan Gosling. On the plus side, the production design is striking. Barbieland is visually interesting, managing to feel fake, but lived in at the same time. The actors seem to have fun in the roles they are playing, Ryan Gosling's Ken being a stand out, making the best of the material he has. Margot Robbie also fulfills the role at playing a believable Barbie. Unfortunately, the overall execution of the film was disappointing. Most of the humor didn't land for me, though it did have its moments. Then there is the mixed messaging regarding gender roles. The film clearly states what it is trying to say (not subtle at all), but at the same time, undermines it through poor writing and characterization. Likewise, other attempts for the story to get deep end up falling flat by getting in its own way. While Barbie has its moments, it ends up getting held back by poorly executed ideas. Final verdict: 5/10."
10/10,Way better than expected,07 2023,"I was amongst the people who thought they saw a majority of this film based on all of the filming stills posted on the bird app in 2022. I still wanted to see it. Something about their perfect neon rollerblading outfits. I saw one preview and wasn't sure what the plot was going to be, I didn't care, I still wanted to see it. I wasn't expecting it to be amazing, but amazing it was. Well done!! Margot really knocked it out of the dollhouse. Ryan I'll never look at the same way way again. This 1980s Barbie Superman is very pleased. It won't be long until the opening dance scene is all over the clock app. I haven't felt so compelled to learn choreography since Michael Jackson's Thriller. Also, girls rule. Sorry, Ken."
7/10,I'm just Ken,08 2023,I only saw this movie for Ryan gosling and I was not disappointed. Bro brought the humor into this movie like he does with every movie that he is in. His performance was impeccable and kenough. To be fair I was a bit high so I was laughing a lot in the theatres and I was with my gf also seeing the movie. And I just love how Ryan aka ken brought the character to life in a special way. And of course the song he made is just absolutely wonderful in everyway. One of his best performances ever highly recommend for kids and for families to go and enjoy themselves. As Ryan gosling would say I'm just Ken and I'm enough.
10/10,Truly fantastic,07 2023,Warning: Spoilers
8/10,Loved it!,08 2023,"As we all know the title of the movie suggest fun, tons of 'cheesy' moments, drama and a lot of imaginations. I entered the theater expecting the same and placed all my expectations low and just go how the film flows. Surprisingly, it has a lot of funny moments in the film, at times 'silly', but it was all understandable and placed creatively and entertaining. Margot Robbie as ""Barbie"" was surely a perfect role of her, while Ryan Gosling as ""Ken"" did the same and he was more funnier as expected! Visual effects were cool to watch and soundtrack was for me, a phenomenal! People do see mixed reviewed after seeing it, but do see Barbie as a film and enjoy its ride!"
10/10,<3,07 2023,"This movie was so perfect especially as someone who has grown up with Barbie and was in pure awe of her from birth to the age of 12. I was forced to grow up due to peer pressure when I hit twelve so bye bye Barbie. I always regretted doing that because I wasn't ready to say goodbye but everyone else my age was. It breaks my soul seeing young girls, younger than I was letting go of their childhood so quick, trying to keep up with the older teen trends. It breaks my soul because if I was one of those girls I would be crying for my Barbie while conforming to society. Gloria's speech absolutely rocked my world. I need that tattooed in my brain, Greta is an absolute inspiration to women and girls everywhere. One thing about Barbie is I would not have an education without her. When I started school I refused to do my work unless I was promised a Barbie when I returned home, and it worked. If Barbie had not inspired women so long ago, I would probably not have completed my education as I would have found there to be no point. One thing is that I am sad or is a Barbie movie for one reason only, men will not likely see this. My brother and dad had no interest in even looking at promotion or trailers, there is no way I can get them to see this masterpiece, and they NEED to see this it is so important. If there is one movie that can change the course of history it is this one, as the introduction of Barbie did. I'm so proud and excited for Greta Gerwig and what is to come. As a newly out of school 18 year old my passion is to become a director or an actress, and Greta's work delights me everyday because of Greta, I have a chance. Before Greta's movie, I actually never heard of a female director in film, so it never even came into my head as a possibility before Greta came in. This movie has come at a perfect time for me as I turned 18 last month so this is my kickstart to womanhood, and what a way to start. I ask every woman and girl to watch this and I ask them to drag whichever man in their lives that they can. This movie is the epitome of ""yes"" there are no other words to perfectly signify this. Now, after all the mushy stuff, the humour in this film was perfect, there was never a cringy joke moment unless it was intended that way, and they never put a joke in a bad place. I was slightly worried the album may overshadow the movie, but it was perfect, never took anything away from the movie. Ryan Gosling did a fantastic job because I really believed he was Ken, nothing in me could say ""yeah that's Ryan"". Margot did a superb performance of Barbie, it is hard to play a doll that is perfect yet is experiencing an existential crisis of emotion, she deserves more praise."
6/10,Watch it in 70MM if you dare !!!!,07 2023,"I watched this movie on an IMAX theater in my hometown (Qatif); it's considered a 70MM cinema in our standards.. As everything was vividly pink, that particular experience made my eyes very sore!! Despite that, I can safely say that the Barbie film is somehow a funny ridiculous film and I would confidently recommend to watch it over watching Nolan masterpiece of garbage (oppenheimer)."
10/10,It's more than a story of a plastic doll,07 2023,"My expectations were very low for the movie but I am surprised. The Movie was literally good, the cast were fantastic, the set up delivered the fabulousness of the B world! Margot Robbie is a great choice for Barbie. I hope to see some elements from lgbti+ but it did not bothered me at all. Planning to go and see again."
7/10,"A Dazzling Dive into Feminism, Perfection, and Societal Expectations :)",08 2023,"Hello, Upon watching ""Barbie,"" directed by Greta Gerwig, I was immediately struck by the breathtaking visual spectacle the film offers. The vibrant universe and the ensemble cast, led by Margot Robbie and Ryan Gosling, transported me through a range of emotions. Robbie, in particular, impressed me with her charisma and depth."
4/10,Bafflingly mediocre,07 2023,"I have been thinking for 2 days and still I have no idea who the target audience for this film is. The first half of this movie is not bad at all but once Barbie and Ken leave barbieland the movie just completely falls apart. The message shoved in your face way too much and isnt subtle at all, characters that are set up early on are completely forgotten by the 3rd act in a bloated script filled with unnecissarily complex feministic views. For a movie about a children's toy, the dialogue is often much too complex and theres no way in hell a child is going to be able to understand whats going on; several lines left me scratching my head as the dialogue is way too overly complex. Ryan Gosling and Margot Robbie are excellent casting choices with Gosling going above and beyond, nailing all of the comedic moments and elevating all of the material he was given to work with."
6/10,If you are looking for a fun movie you came to the right place!,07 2023,"I liked how the movie was fun and colorful and had a basic story, if you want to chill and have fun this is the right movie, I watched it after Oppenheimer."
9/10,Greta Gerwig One of the Most Unique Voices in Hollywood,07 2023,Warning: Spoilers
6/10,Something was missing,07 2023,Warning: Spoilers
10/10,It's Barbie,07 2023,I never cared for Barbie but the movie is really good I think the casting is perfect and the music and who they got to do the soundtrack I also love how they made the Barbie world a separate land and it was brighter then the whole world and I love how they went to the Mattel head quarters and the people trying to take her away and Barbie and Ken being in the real In the real world also the marketing team did amazing on the promo and advertisement on the movie with all the company's collab with Barbie and etc so overall the Barbie movie got a lot of hype and well deserved excellent film and amazing for people who love barbie.
6/10,"A largely positive message, wrapped in a fun package but the execution could have been improved",07 2023,"Firstly, the marketing for Barbie was great. The cinema was full of people wearing Pink when I watched Barbie on Friday and Oppenheimer on Saturday."
7/10,Not what I expected,08 2023,"As of today's date, I would say this is the film produced by Luckychap Entertainment that I've liked the least, despite a more than promising trailer. Despite a perfect cast (Margot Robbie & Ryan Gosling seem to be born to play these roles, and the adorable America Ferrera & Emma Mackey are always a delight to have on screen) + sets & atmosphere that exceeded my expectations, I wasn't convinced by the storytelling at the end. The first half of the film is great, but things get complicated when Barbie & Ken leave Barbieland, and here we fall into the trap of a war of the sexes, when I think it would have been more appropriate to try and raise awareness of the fact that ""domination"" never serves anyone. In short, the film is worth seeing, but I have to admit that given my expectations of it, I'm a little disappointed, even if the costumes/settings/acting are stunning."
1/10,Atrocious,09 2023,"Don't know where to begin. This movie is a bland salad. Can't believe I actually see people throwing around the word masterpiece to describe this complete and utter trash of a movie. Jaws, schindlers list, inception, kill bill. Those are masterpiece. This movie is master poop. If u are having trouble falling asleep then watch the first half of the movie. It's a snoozer. Script is clumsy. This movie is what is wrong with cinema and television as of late. Don't know who they are making movies for. This is definitely not for the general public. This isn't a movie anyone wanted to see. The masters like Christopher Nolan could fart a better movie than this."
10/10,Speechless,08 2023,"Words cannot express successfully how I feel about this movie. I want to first say how important this movie is for women in the industry. As a woman who's dream is to be a filmmaker and being so young this is a monumental achievement in my eyes. This movie has made me excited to see what younger minds can do. It has a wonderful creative voice and a beautiful mix of comedy and respectfully addresses hard topics in a way that I think everyone can benefit from. I can understand how some people find it preachy but I disagree because this is a love letter to women. There are so many things that stuck with me and I will probably remember forever. I am impressed with the amount or detail, creativity, and love that was so obviously put into this movie. Greta Gerwig and the rest of the production team did a beautiful job creating an immersive thought provoking experience that brought me to tears. This is by far Margot and Ryan's best performance I've seen and they deserve all the love for it. The sci-fi references are also a very interesting touch that I didn't expect. I think this is a movie than everyone can take something away from and it is very special to me."
7/10,So perfectly casted,07 2023,I'm so happy with the casting that I can look past some other issues. It wasn't as nostalgic as I would have wanted it to be but this is definitely a new generations barbie movie. It really checked all the boxes with me. Fun costumes and great performances. It was fantasy and also very real. I can't think of anyone that could ever be better as Barbie than Margot Robbie. This was the perfects storm and it was a long time coming. Greta Gerwig's directing was fun and the script was inspiring. This movie won't be for everyone for sure but as a long time barbie fan I'm pleased. They left the movie in the perfect place and I don't need more. One and done and I'm ok with it.
10/10,Greta did it!,07 2023,Greta Gerwig did it. Broke the ceiling financially for a movie directed by a woman.
10/10,I know... A 10 rating is ridiculous.. but hear me out...,07 2023,"If you are expecting it to be so stupid ur gonna love it... Ur in the right place. I refused to watch extras and trailers, I wanted to be surprised. And I was! It's cheesey AF at first.. if u can get past 15 mins of everyone saying the name Barbie, you will survive this movie. In the beginning they ""flip"" through past Barbies and I seen quite a few that used to own.. they also ""flash"" through some barbie clothes that will bring u right back to childhood. For nastalgia sake this movie will not disappoint... For new comer's sake, this movie will not disappoint! We counted the reasons why it's rated PG-13 and it's kinda hilarious."
7/10,Fun and more surprising than I expected,07 2023,Warning: Spoilers
3/10,Just a Kitsch...,07 2023,Warning: Spoilers
8/10,Life in Plastic It's Fantastic,07 2023,"Barbie (2023) is a fantasy comedy film directed by Greta Gerwig and co-written by her and Noah Baumbach, based on the iconic fashion dolls by Mattel. The film stars Margot Robbie as Barbie and Ryan Gosling as Ken, who go on a journey of self-discovery after their expulsion from Barbieland, a matriarchal society where all women are successful and independent. Along the way, they encounter various challenges and surprises in the real world, a multifaceted exploration of existentialism, consumerism, and femininity."
8/10,Worth the wait,08 2023,"If Barbie could've done anything with this movie, this is the best it could've done. Pulled off with comedy, heart, and emotion, Barbie delivers."
6/10,"""Barbie: A Whimsical Journey of Self-Discovery""",07 2023,Warning: Spoilers
10/10,A movie that made me proud to be a women,07 2023,Warning: Spoilers
7/10,Unexpected but... not?,08 2023,Warning: Spoilers
9/10,The Style !,07 2023,Warning: Spoilers
7/10,The Lego Movie but for females,07 2023,Now please take into consideration that I am a man. And a white man at that.
10/10,Barbie movie is a hilarious satire on gender and patriarchy,07 2023,Warning: Spoilers
5/10,One for the Identity Lost Generation,07 2023,"Underneath the corporate irony and plate-spinning, there's a film that is mildly humorous; if not a tad lost with it's identity and message. A battle between feminism and stereotyping. Is this a film for young girls? I don't know, it feels as if it's wondered off the reservation. Is it a film for women - more than likely. There's heartfelt messaging at the curtain closing, but it very much straddles the fence between traditional conservative womanhood and progressive girl boss ""smash the patriarchy""."
10/10,One of the most real and complex movies I've seen.,07 2023,"Every one - man and woman, should watch this movie with an open-mind and introspection about current society. Barbie was one of the most real, complex, insightful, trippiest, thoughtful, and educational videos I've watched in a long time. This movie is not for everyone and is definitely not designed for kids due to the much deeper meaning. To get the full experience of the art of the movie, you have to ready to focus and peel all the symbolic layers."
6/10,Preaching not required...,07 2023,Warning: Spoilers
10/10,"Fab and Fun, Kenough",07 2023,"This was a great movie for the type that it is. Yes, is cheeky / cheesy/ over the top. It's also heart warming, fun, and really original. I loved the way that the movie hit the nail on the head about the complexity of being female, young or old. It truly was a reflection of how so many of us have been made to feel. They also got some laughs over play on words or specific movements made by the actors and actresses because it was just so real and true to the way we all played as children. The casting of MR as Barbie and RG as Ken were such perfect choices. The kids liked it and so did us 30 somethings. Perfect balance of nostalgia and today. Highly recommend it."
7/10,"You'll love it, hate it, or say ""What?""",07 2023,Warning: Spoilers
8/10,Movie of the summer!,08 2023,Barbie
6/10,"Beautifully performed, but little charm",08 2023,"Yet I loved the performances from both Margot Robbie and Ryan Gosling, and the incredible aspects of feminism and battling misogyny, I felt untouched by the film at some points. Mainly most of the characters in the 'Real World' - For example; Will Ferrell's character was completely useless and didn't add much to the film as a whole, and DEAR GOD did Connor Swindells contribute absolutely nothing to this film. Personally it got to the point where I felt as if this film should've just been a biopic about Ruth Handler, plus Rhea Perlman's performance as Ruth Handler was just exciting and very heartfelt/heartwarming at the same time."
4/10,Like reading a textbook instead of a novel,07 2023,Making a Barbie movie about feminism is a cool idea. Having Barbie comment on the patriarchy just like Animal Farm about communism and Wall Street about capitalism. It's admirable and the message gets through.
10/10,Genuinely Hilarious,07 2023,"Ignore all of the salty toxic masculinity comments, this movie was perfect."
7/10,Fun but unnecessarily bitter and divisive,07 2023,Warning: Spoilers
3/10,Not family friendly or really enjoyable,07 2023,I expected this movie to be more lighthearted and it had heavy themes and material. The first half hour or so was ok and had some funny moments but the second half just wasn't enjoyable to me. The writing was not good story telling and felt more like a number of speeches. I found it hard to watch honestly.
7/10,"The Little Mermaid meets Pleasantville, the Musical",09 2023,"I can honestly say that ""Barbie"" is one of those movies where you either completely love it or hate it. Either way, there seems to be very little gray matter - and it's the type of film where you simply sit back and enjoy the ride. As a former Barbie connoisseur now in her 40's, I was curious how producers would carry this film. And since nothing is completely original now, I couldn't ignore the overtones similar to 1998's Pleasantville - with our female protagonist postulating the human world outside of ""Barbieland"". Alas, toward the third act, the movie seemed to whip into a full-fledged ""Mama Mia"" production and I wondered amusingly what the hell I was watching at times. There were parts that were downright silly (Ryan Gosling's performance as Ken was hilarious, but borderline over-the-top, to say the least). However, the profound messages of diversity, female empowerment, personal acceptance and loving thyself were ubiquitous (I mean, they REALLY stressed it from start to finish), and little girls across the globe should find the movie worthy of embracing. For us middle-aged moms, you'll delight in several heartfelt chuckles...not to mention the wonderful tie-ins to discontinued Barbies from our past. But once the credits role, you'll also realize one viewing is enough."
8/10,Makes you think,07 2023,"The movie is great. Everyone says it's very preachy but I actually think the societal expose is done in a very tasteful manner. It makes you think about the world we live in and points out ridiculous things that have always been there but we never paid attention to - for example, why most cash has famous men on them, and not one woman (with some exceptions around the world, of course). It also presents Ken the way women have been portrayed in movies since the beginning of the movie industry - clingy, confused, a bit inadequate, annoying, etc."
7/10,Heavy duty marketing,07 2023,"The movie was very good. It had comic moments, impeccable costumes and exceptional acting, as well as necessary political dialogues. However, despite these strengths, the ending was disjointed and poorly crafted, leaving a sense of dissatisfaction. It felt like the filmmakers were struggling to find a cohesive resolution, resulting in a lackluster conclusion that did not do justice to the well-crafted narrative. While the movie has its merits, the disappointing ending prevents me from considering watching it again. However, it is worth recognizing the film's strengths and the thought-provoking discussions it initiated."
10/10,Well deserving of the hype,07 2023,"This is the first time I've written a review for a movie, that should tell you that I enjoyed this movie an awful lot."
7/10,incredible costuming but...,07 2023,Warning: Spoilers
4/10,Fighting against the sleep,09 2023,"Why?! All this great movie like The Flash without audience and Barbie... with fulll rooms... I started to fight against my sleep since 30 minutes of the movie. I was expecting a lot more of this movie but empty and boring... at least to me and to my friends Wife that gave up at the middle of the movie and she was so anxious to see it! I'm wondering if people really enjoyed the movie or only told that that have enjoyed it to please the others... I give a 4 stars rate only to don't be very very bad to the cast that made their best to save this... ""disaster movie"" I don't think I could see it a second time."
9/10,Actually Supports Men and Women,07 2023,"This movie is an intelligence test. I saw many comments how people're describing the movie attacks men. It actually doesn't. I am a man, maybe even a stereotypical one - I loved Sigma Ken part, it was hilarious. I have a degree in Economics and love to work out in the gym, watching action movies, dark jokes, drink not cheap beers..."
6/10,Men vs Women?,08 2023,Acting: 6/10 Cinematography: 7/10 Writing: 6/10 Pacing: 6/10 Overall: 6.25/10 Audience: 12+
5/10,Cotton candy feminism in support of a brand,07 2023,"It's a satiric fantasy comedy based on the Barbie doll created in 1959. The film is set in a fantasy ""Barbieland"" and Southern California in the modern age."
10/10,For all those gingerly skirting around an existential crisis,07 2023,Warning: Spoilers
7/10,The wait was worth it.,07 2023,"It's hard to say this movie isn't great even if you don't agree with the third act feminism part. I mean, Margot Robbie nailed it! And Ryan Gosling... come on, i was expecting so much from him, and he was even better than i tought, so freaking funny and always on point! The set production and Costume design are, of course, oscar nominees already."
10/10,It was amazing,07 2023,"I loved to watch the movie, it had all elements one would have want to have seen. The journey of barbie to the real world was something I was really looking forward it and I am quite satisfied with it completely , the movie had lovely humour and I was completely mesmerized by Ryan's character it gave a very balanced effect to the movie, there could be a point where the movie felt very overwhelming due to a lot of factors but it was quite a journey to look forward to, the audience was very pleased around me and everyone had a lot of fun watch it. It seems like a fun movie with a very deep meaning behind, the ending was very unexpected and gave a twist very similar to the truman show."
6/10,Good but too much,08 2023,Warning: Spoilers
10/10,Barbie was much more than expected,07 2023,"Barbie was an extremely fun movie that was entertaining and funny throughout the entire runtime of the movie. The jokes were witty, funny, well-written and did not impede on the tone of any serious moments. Barbie was for sure targeted for kids but made for adults to enjoy just as much as the little ones. The casting was phenomenal, every actor embodied their character, Margot Robbie is dynamite in her role delivering every line with sincerity and real feeling. Ryan Gosling was the epitome of Ken, fun, and lovable but he was also able to sublimely deliver emotions that one would not associate with Ken. With 2 powerful stars you would think that the secondary characters would be unnoteworthy, but Simu Liu, and Will Ferrell command the screen so remarkably, not to mention every other Barbie and Ken, and Allen too. All of this without even mention the cinematography and the breathtaking music which culminates into a delightful story that impressively tackles pretty serious issues."
10/10,More than just a children's Movie,07 2023,Warning: Spoilers
7/10,A mix of masterful and missed opportunity,08 2023,Warning: Spoilers
10/10,"Wow, beautiful execution",07 2023,Warning: Spoilers
6/10,Deep yet hollow,08 2023,Warning: Spoilers
10/10,Perfection,08 2023,"Wow is all I can say. So many layers that had my daughter and I smiling, laughing, and sobbing all at the same time. Absolute perfection. So brilliantly written. Everyone should see this movie. It was amazing!!! Aspects for generations of women to submerge themselves in and was also full of a beautiful nostalgia for all the little girls inside of us, and those still growing up. I can not say enough good things about this movie. Though some may not enjoy the truths behind what this movie stands for it was a true testament to our current state of the world and what weve had to deal with for forever. Again just absolutely brilliant."
6/10,"Barbie it's interesting, confusing, and a lot of fun",07 2023,"Barbie is a curious film, and I believe that the high expectations of the general public led to its performance being considered average. The film tries to criticize several things at the same time , criticizing how society puts pressure on women and reflections on self-knowledge, besides that, I assume that at some point someone wanted to criticize large corporations, but all of this gets lost in development and becomes confusing and often it's not clear what the movie really wants to be about, maybe focusing on just one thing or working them all properly would be better. Anyway, the film is fun and manages to get some very loud laughs, and unfortunately this script problem persists in situations that just happen without any development or reason, I hope that in a future sequel this is better worked on."
9/10,Best movie of the year,08 2023,"I really enjoyed the movie, but it also tore me to pieces. I saw myself reflected in many very difficult situations in my life as a woman, beyond the fact that my feminism allows me to be aware of many things. I got home thinking a lot."
7/10,A mixed bag that is enjoyable and funny while still being a bit of a let down,08 2023,"Greta Gerwig's latest offering, ""Barbie"", starring the effervescent Margot Robbie and the charismatic Ryan Gosling, had high expectations to meet. The film provides an ample amount of humor and maintains an enjoyable pace. However, it falls short of its potential as a sharp, thought-provoking commentary on our society's obsession with aesthetic perfection and constructed identities."
10/10,one of the best films of the year,07 2023,"I am going to be so shocked if this isn't the biggest movie of the year. Barbie was fun, hilarious, while also being real, and heart wrenching. I found myself laughing and crying throughout the film. The movie is incredibly well done, and the entire cast was phenomenal. I highly encourage everyone to watch the film, it perfectly balanced real, current issues while remaining a really fun film."
6/10,I'm Happy because of Cinema not Movie!,09 2023,"First of all, let me say that my score for this movie is 6.5, but thanks to the site, I cannot give this vote."
5/10,"Funny, charming, and somewhat confused",07 2023,"Barbie is a film with undeniably gorgeous production design and distinct visual charm, and it's at its best when it embraces its surreal absurdist humor and runs with it. This has some of the funniest sequences of the year."
10/10,Couldn't love it more,07 2023,"This movie is nothing like I expected AND I LOVE IT. Greta strikes again with the best combo of comedy and drama. I laughed, I almost cried and it was just the best experience."
7/10,"Not what I expected, mildly thought provoking",08 2023,"What I came away with the most is surprising puzzlement, not so much for the movie's message, but for my inability to account for Margot Robbie's hold on my attention. I can't say this movie impressed me very much, and I doubt many men will enjoy it, but there is time spent with Margot Robbie, who is really unique. I can't really think of another actress who seems to understand the inner workings of a lot more than most of her peers."
9/10,Oddly fantastic!,09 2023,"The script is well-written with engaging complexity, a remarkable script that transformed into an excellent film. All of the castings are top tier, I can't imagine another Barbie other than Margot. The sounds and visuals are admittedly not too prominent, but it also contributes significantly to the emotional orientation, which was done nicely. However, the film could have done better in developing the supporting characters. It's truly amazing that a film like this could do so well at the box office compared to other billion-dollar movies. And I think I'm not the only one hoping that there won't be a sequel, it's much better standing alone."
6/10,Clever but much too long,08 2023,"The film has Margot Robbie and she's wonderful. Ryan Gossling is good but has been overhyped in this role. Will Farrell is doing his usual shtick, which is funny. However, the film seemed longer than Oppenheimer ( which is brilliant filmmaking). After twenty minutes I turned to a friend and asked if Barbie had a plot. Five minutes later a story did start to surface, but it was predicable and not terribly involving. Full disclosure: I never played with Barbie or destroyed a Barbie, so clearly I am not the intended audience. Still, there are some very clever bits, the design is super, the last line is a really laugh out loud surprise, and Robbie is a delight in anything."
9/10,Wonderful,07 2023,"Didn't really know what to expect from this, but this is one of the best films of the year. Laugh-out-loud funny and heartfelt, Margot and Ryan Gosling throw themselves head first into Barbie and Ken like some kind of Zoolander/Legally Blonde/Lego Movie hybrid, but far more intelligently written."
7/10,"Funny, Charming, Clever & A dose of Preachy",08 2023,"Clever, funny, charming with bright bold colors and visually stunning. But that is what I heard going into the film and I was not disappointed in any way in that area. The sets are also amazing and the Barbie worlds they created vs. The fake real world sets that they made; really cool."
4/10,"Eh, not for me.",08 2023,"It was not as light-hearted and fun as I was hoping. I wasn't expecting such a deep message to be told to me by a Barbie. There is a lot of satire in the film, that I feel some will take to be truths."
10/10,Best film of 2023,07 2023,Such a an amazing film! There was laughter and tears in the movie watching this made me realise how incredible us woman really are! It's so educational and it's definitely something that my little girls will be watching!
7/10,"I mean, Barbie is really an everything.",07 2023,"As someone said, this is a bittersweet pill. A film that intends to be entertainment and toy marketing, but somehow, it brought tears out of my eyes."
5/10,Lot of hype and very little substance,08 2023,"Watched the movie last week as family since daughter wanted to see it. The marketing engine has been working overtime as there is a lot of hype generated by placing Barbie topic everywhere. The actors did great job in the role and script they have been given, but the movie falls short on delivering experience. The storyline is mediocre at best with gaps in places and the ending is confusing as if the writer hit a brick wall."
9/10,Amazing and fun,08 2023,"I got into the theater with zero expectations, and I can only say I was very positively surprised."
6/10,"Expected great, it was okay...",07 2023,Warning: Spoilers
10/10,The perfect tribute to Barbie!,07 2023,"I'm a huge fan of Barbie, so when I heard there was a movie coming out, I was beyond excited & I certainly wasn't disappointed when I got to see it!"
6/10,It is what it is,08 2023,"Barbie is a fun little movie that is, at its core, a satire on traditional gender roles in society. Thrown in is some mild commentary on materialism and how reality seldom (if ever) lives up to our youthful expectations. Some people have claimed the movie posits a subversive anti-male agenda but I can't see it that way. It's simply a movie, based on a toy, that dares to actually not take itself seriously. Look at other films in this genre such as Battleship, GI Joe and the Transformers films. All take ludicrous concepts and imbue them with a ridiculous amount of dark ""realism"". Barbie doesn't do that. It reveals that it's a joke in the very first scene."
